isConverged	Q1	Q20	Q30	Q40	q5	q6	q7	q8	EHFB
True	0.0	32.735568	0.0	1.197772	0.0	0.398869	0.0	0.139395	-1888.378248
True	2e-06	32.355195	1e-06	1.178747	0.0	0.366515	0.0	0.128548	-1888.903978
True	0.0	32.587015	1e-06	1.18477	0.0	0.388272	0.0	0.12821	-1888.409231
True	3e-06	33.080335	0.0	1.193975	0.0	0.455408	1e-06	0.147052	-1888.136639
True	4e-06	33.541117	2e-06	1.20904	0.0	0.512383	1e-06	0.167109	-1888.583518
True	0.0	32.409881	3e-06	1.16958	0.0	0.385391	0.0	0.126767	-1888.37854
True	0.0	33.621031	0.0	1.209459	0.0	0.544953	0.0	0.178867	-1888.068699
True	2e-06	33.143081	4e-06	1.204226	0.0	0.460967	1e-06	0.15832	-1888.552297
True	1e-06	33.379823	5e-06	1.211999	0.0	0.491266	1e-06	0.159621	-1889.575501
True	1e-06	32.683663	3e-06	1.186101	0.0	0.421363	0.0	0.143203	-1887.471693
True	2e-06	32.324338	2e-06	1.174076	0.0	0.378842	0.0	0.134702	-1888.395628
True	1e-06	32.842382	2e-06	1.181232	0.0	0.447098	0.0	0.151183	-1888.254121
True	2e-06	32.280245	0.0	1.142265	0.0	0.412759	0.0	0.146671	-1888.647973
True	1e-06	32.969297	2e-06	1.193909	0.0	0.438283	0.0	0.14773	-1888.653496
True	3e-06	33.178885	2e-06	1.19157	0.0	0.462495	1e-06	0.145082	-1888.502378
True	1e-06	32.88958	5e-06	1.18346	0.0	0.441478	0.0	0.139256	-1888.417275
True	0.0	33.305477	5e-06	1.194355	0.0	0.493523	0.0	0.155525	-1886.785767
True	2e-06	33.52595	5e-06	1.221865	0.0	0.49534	1e-06	0.156457	-1888.45723
True	1e-06	33.354324	4e-06	1.211915	0.0	0.483404	0.0	0.156796	-1887.722623
True	3e-06	33.251002	4e-06	1.199639	0.0	0.485382	1e-06	0.156503	-1889.412273
True	3e-06	33.41708	1e-06	1.18879	0.0	0.527433	1e-06	0.168129	-1888.211455
True	2e-06	33.38575	1e-06	1.205635	0.0	0.475402	0.0	0.154334	-1888.139045
True	1e-06	33.735229	2e-06	1.231656	0.0	0.490099	0.0	0.155776	-1887.783758
True	0.0	32.984112	1e-06	1.203405	0.0	0.407205	0.0	0.133139	-1887.983552
True	1e-06	33.382898	1e-06	1.239882	0.0	0.420288	0.0	0.137859	-1887.949993
True	1e-06	34.065322	3e-06	1.268445	0.0	0.499423	0.0	0.166134	-1890.23487
True	0.0	33.804188	2e-06	1.252612	0.0	0.48109	0.0	0.164855	-1888.12511
True	3e-06	33.86321	1e-06	1.231326	0.0	0.513884	1e-06	0.170737	-1888.08586
True	1e-06	32.600563	1e-06	1.195214	0.0	0.365717	0.0	0.128099	-1887.918248
True	2e-06	33.624183	1e-06	1.217316	0.0	0.496347	0.0	0.158156	-1889.057108
True	3e-06	33.206354	1e-06	1.198159	0.0	0.464474	0.0	0.149451	-1888.391193
True	1e-06	33.693786	0.0	1.239276	0.0	0.472858	0.0	0.152032	-1888.888762
True	2e-06	32.945886	0.0	1.218234	0.0	0.379917	0.0	0.125482	-1888.595551
True	1e-06	33.91613	1e-06	1.23704	0.0	0.521469	0.0	0.166502	-1889.009475
True	2e-06	33.420317	0.0	1.22694	0.0	0.444557	0.0	0.143861	-1888.265246
True	0.0	33.254526	0.0	1.199997	0.0	0.473708	0.0	0.154285	-1888.281558
True	2e-06	33.467866	5e-06	1.205238	0.0	0.50959	0.0	0.161413	-1888.019233
True	1e-06	33.736876	0.0	1.217391	0.0	0.542316	0.0	0.17725	-1888.806125
True	1e-06	33.778143	3e-06	1.214557	0.0	0.54303	0.0	0.169157	-1888.210715
True	1e-06	33.494395	3e-06	1.201483	0.0	0.510611	0.0	0.155267	-1888.797838
True	3e-06	33.62724	4e-06	1.204004	0.0	0.527207	1e-06	0.160786	-1888.111616
True	1e-06	33.498323	0.0	1.192462	0.0	0.530331	0.0	0.166399	-1887.408461
True	2e-06	33.706989	2e-06	1.204394	0.0	0.544679	1e-06	0.172587	-1887.701527
True	2e-06	33.934465	3e-06	1.206873	0.0	0.57986	1e-06	0.180383	-1888.218387
True	0.0	34.091772	2e-06	1.219954	0.0	0.594344	0.0	0.187521	-1888.857317
True	1e-06	33.858955	5e-06	1.211913	0.0	0.547922	1e-06	0.166923	-1888.308997
True	1e-06	34.224077	1e-06	1.237519	0.0	0.566257	0.0	0.173189	-1888.037979
True	1e-06	34.080523	4e-06	1.23217	0.0	0.549545	0.0	0.170431	-1888.662156
True	1e-06	34.145012	2e-06	1.230212	0.0	0.576678	0.0	0.183078	-1888.151539
True	2e-06	34.347837	9e-06	1.255464	0.0	0.561706	1e-06	0.175237	-1888.682054
True	1e-06	34.07748	3e-06	1.227036	0.0	0.563435	0.0	0.174515	-1888.134549
True	2e-06	34.098451	2e-06	1.233574	0.0	0.548401	1e-06	0.171892	-1888.735722
True	1e-06	34.2767	1e-06	1.25837	0.0	0.533051	0.0	0.166395	-1888.774872
True	0.0	34.199989	1e-06	1.244431	0.0	0.540868	0.0	0.165084	-1888.552472
True	3e-06	34.422256	5e-06	1.259351	0.0	0.567367	0.0	0.172898	-1888.678624
True	1e-06	33.962723	1e-06	1.228527	0.0	0.538593	0.0	0.163395	-1888.66108
True	1e-06	33.976939	3e-06	1.232339	0.0	0.528213	0.0	0.160049	-1888.514913
True	1e-06	34.430267	3e-06	1.262489	0.0	0.548606	0.0	0.166297	-1888.487673
True	2e-06	34.30928	2e-06	1.238689	0.0	0.572694	1e-06	0.180001	-1888.871501
True	1e-06	34.224217	4e-06	1.253756	0.0	0.531104	0.0	0.158421	-1888.182996
True	3e-06	34.068115	3e-06	1.25028	0.0	0.502244	1e-06	0.155407	-1888.45945
True	2e-06	34.21526	1e-06	1.238249	0.0	0.562286	1e-06	0.176945	-1888.492905
True	1e-06	34.124417	2e-06	1.229665	0.0	0.559996	0.0	0.166854	-1888.255353
True	1e-06	34.137565	2e-06	1.223661	0.0	0.579262	0.0	0.180889	-1888.202131
True	1e-06	34.109035	3e-06	1.220491	0.0	0.573264	0.0	0.177404	-1888.17725
True	3e-06	34.319457	0.0	1.237156	0.0	0.568233	1e-06	0.179031	-1889.916236
True	2e-06	34.335769	1e-06	1.230151	0.0	0.593602	1e-06	0.185876	-1888.691005
True	1e-06	34.403224	5e-06	1.254228	0.0	0.581275	0.0	0.174454	-1888.775955
True	0.0	34.021276	5e-06	1.216993	0.0	0.55552	0.0	0.165601	-1887.432102
True	1e-06	34.387495	0.0	1.231782	0.0	0.599659	0.0	0.182882	-1888.140657
True	2e-06	34.266233	5e-06	1.22571	0.0	0.597192	0.0	0.17637	-1887.975858
True	1e-06	33.991458	3e-06	1.197635	0.0	0.593628	0.0	0.178162	-1888.108458
True	0.0	34.129947	3e-06	1.2049	0.0	0.617346	0.0	0.183997	-1887.337055
True	1e-06	33.926989	2e-06	1.193152	0.0	0.598155	0.0	0.179997	-1887.883613
True	3e-06	34.000525	5e-06	1.213987	0.0	0.56537	1e-06	0.169209	-1888.199157
True	4e-06	34.172501	6e-06	1.217426	0.0	0.58924	1e-06	0.179935	-1888.31681
True	3e-06	34.223985	7e-06	1.239803	0.0	0.548596	1e-06	0.164204	-1887.827996
True	0.0	34.082026	6e-06	1.22553	0.0	0.551754	0.0	0.168075	-1888.249333
True	3e-06	34.201915	2e-06	1.243068	0.0	0.541942	1e-06	0.164768	-1888.755896
True	2e-06	34.215761	4e-06	1.227818	0.0	0.58161	1e-06	0.176249	-1887.726768
True	1e-06	34.101365	6e-06	1.221983	0.0	0.592379	1e-06	0.179209	-1888.250712
True	1e-06	34.355632	7e-06	1.234312	0.0	0.609066	1e-06	0.179207	-1888.120329
True	2e-06	34.503087	5e-06	1.227492	0.0	0.634749	1e-06	0.193111	-1886.88084
True	1e-06	34.025623	2e-06	1.183644	0.0	0.618844	0.0	0.187316	-1888.05527
True	1e-06	34.225992	2e-06	1.210549	0.0	0.612991	0.0	0.184616	-1888.405125
True	0.0	34.522121	2e-06	1.235484	0.0	0.625999	0.0	0.190492	-1889.499843
True	1e-06	34.404587	7e-06	1.232839	0.0	0.613976	1e-06	0.173797	-1886.929433
True	0.0	34.177547	5e-06	1.222348	0.0	0.576111	0.0	0.166166	-1887.766863
True	1e-06	34.100959	2e-06	1.218251	0.0	0.570615	0.0	0.163272	-1886.907424
True	1e-06	34.228756	2e-06	1.220095	0.0	0.612726	0.0	0.187924	-1888.410025
True	1e-06	33.388048	5e-06	1.210036	0.0	0.462498	1e-06	0.141097	-1886.817953
True	2e-06	33.985529	3e-06	1.216265	0.0	0.561002	1e-06	0.162207	-1887.912832
True	2e-06	33.828746	2e-06	1.200095	0.0	0.562328	0.0	0.170692	-1886.891572
True	2e-06	33.915875	1e-06	1.196477	0.0	0.590164	1e-06	0.18305	-1888.005853
True	1e-06	33.553312	3e-06	1.19598	0.0	0.528957	0.0	0.162912	-1887.411804
True	0.0	33.818094	2e-06	1.20015	0.0	0.564572	0.0	0.176471	-1888.039255
True	1e-06	33.733965	2e-06	1.203731	0.0	0.548523	0.0	0.17053	-1888.017539
True	2e-06	34.051846	3e-06	1.247162	0.0	0.540461	0.0	0.16824	-1888.540676
True	2e-06	32.917408	1e-06	1.20441	0.0	0.402618	0.0	0.13041	-1888.80148
True	1e-06	33.236675	2e-06	1.194323	0.0	0.477414	0.0	0.153127	-1887.994635
True	0.0	33.800724	0.0	1.207903	0.0	0.550159	0.0	0.175278	-1887.902925
True	0.0	33.348028	1e-06	1.188809	0.0	0.509328	0.0	0.162698	-1888.48523
True	2e-06	33.734025	1e-06	1.199299	0.0	0.56592	0.0	0.177171	-1889.079896
True	0.0	33.557949	3e-06	1.181004	0.0	0.563223	0.0	0.171225	-1888.00471
True	1e-06	33.457754	7e-06	1.180533	0.0	0.5631	1e-06	0.173189	-1887.156876
True	3e-06	33.368953	3e-06	1.176535	0.0	0.536878	1e-06	0.165716	-1887.424482
True	1e-06	33.403285	2e-06	1.177265	0.0	0.545527	0.0	0.170588	-1888.144856
True	3e-06	33.342877	2e-06	1.177946	0.0	0.540364	0.0	0.169513	-1887.554563
True	2e-06	33.50541	3e-06	1.192203	0.0	0.529807	0.0	0.161845	-1888.846442
True	5e-06	33.691982	3e-06	1.198261	0.0	0.565112	1e-06	0.176108	-1887.897469
True	1e-06	33.637712	3e-06	1.189369	0.0	0.555478	1e-06	0.167233	-1887.675413
True	0.0	33.829017	1e-06	1.187027	0.0	0.591113	0.0	0.184361	-1888.117231
True	2e-06	33.436153	0.0	1.175994	0.0	0.543282	0.0	0.162167	-1887.788239
True	2e-06	33.277545	2e-06	1.164794	0.0	0.536053	0.0	0.164734	-1887.638649
True	2e-06	33.245919	3e-06	1.164509	0.0	0.554601	1e-06	0.176379	-1887.38292
True	1e-06	33.596797	4e-06	1.184576	0.0	0.585089	1e-06	0.182843	-1888.453935
True	2e-06	33.012874	3e-06	1.157574	0.0	0.519209	0.0	0.161787	-1888.186097
True	1e-06	32.571917	1e-06	1.146593	0.0	0.462951	0.0	0.154029	-1888.194981
True	2e-06	33.140805	2e-06	1.172774	0.0	0.514281	1e-06	0.166399	-1888.115653
True	0.0	33.792706	3e-06	1.201478	0.0	0.583651	0.0	0.181235	-1888.766715
True	1e-06	33.605298	4e-06	1.191366	0.0	0.556369	1e-06	0.169716	-1886.572635
True	1e-06	33.681485	2e-06	1.199812	0.0	0.554692	0.0	0.1756	-1886.858467
True	2e-06	33.809103	3e-06	1.196108	0.0	0.575432	0.0	0.176657	-1888.427543
True	1e-06	34.269875	4e-06	1.228109	0.0	0.620893	1e-06	0.1902	-1886.910712
True	0.0	34.382805	5e-06	1.231986	0.0	0.607728	0.0	0.17815	-1888.042537
True	2e-06	34.234072	5e-06	1.22243	0.0	0.598076	1e-06	0.176769	-1887.092074
True	3e-06	34.079871	4e-06	1.219817	0.0	0.563963	1e-06	0.161599	-1887.449661
True	0.0	34.248075	3e-06	1.220488	0.0	0.590082	0.0	0.173724	-1886.929715
True	3e-06	34.280377	5e-06	1.223012	0.0	0.59335	1e-06	0.170474	-1887.283613
True	1e-06	34.317111	4e-06	1.219238	0.0	0.611522	0.0	0.179363	-1886.78766
True	1e-06	34.157291	4e-06	1.204319	0.0	0.610938	0.0	0.179199	-1888.425935
True	1e-06	34.010589	3e-06	1.20582	0.0	0.614158	0.0	0.184494	-1887.467466
True	3e-06	34.241772	9e-06	1.225951	0.0	0.587515	1e-06	0.168261	-1887.69818
True	1e-06	34.242674	4e-06	1.211927	0.0	0.615511	0.0	0.186068	-1887.0646
True	1e-06	34.515491	2e-06	1.234437	0.0	0.624328	0.0	0.1904	-1888.319495
True	2e-06	34.43967	7e-06	1.228359	0.0	0.610365	1e-06	0.181623	-1887.712599
True	1e-06	34.440091	6e-06	1.231855	0.0	0.611379	1e-06	0.185591	-1887.393306
True	1e-06	34.064231	6e-06	1.20713	0.0	0.594648	1e-06	0.175926	-1887.44971
True	2e-06	34.254915	1e-06	1.228465	0.0	0.58937	0.0	0.172618	-1888.532535
True	2e-06	34.22545	2e-06	1.221558	0.0	0.58722	1e-06	0.172581	-1887.43941
True	1e-06	34.374582	8e-06	1.217795	0.0	0.621768	1e-06	0.179293	-1886.855788
True	1e-06	34.363612	5e-06	1.225449	0.0	0.618353	1e-06	0.188545	-1887.054909
True	2e-06	34.334265	6e-06	1.219274	0.0	0.614292	0.0	0.176655	-1887.715326
True	0.0	34.300925	5e-06	1.213868	0.0	0.613816	0.0	0.178573	-1888.255696
True	2e-06	34.559025	3e-06	1.24585	0.0	0.613568	1e-06	0.181583	-1888.122068
True	1e-06	34.372514	3e-06	1.219175	0.0	0.627243	0.0	0.184153	-1887.803988
True	2e-06	34.135449	5e-06	1.232694	0.0	0.545389	0.0	0.158568	-1887.925425
True	4e-06	34.328646	3e-06	1.241473	0.0	0.566092	1e-06	0.16564	-1887.995896
True	3e-06	34.320493	7e-06	1.230446	0.0	0.58993	1e-06	0.172783	-1888.534966
True	0.0	34.13886	3e-06	1.204433	0.0	0.601136	0.0	0.182837	-1887.7078
True	2e-06	34.096078	1e-06	1.22239	0.0	0.571885	0.0	0.182105	-1888.994859
True	0.0	34.191495	1e-06	1.215467	0.0	0.585021	0.0	0.173233	-1887.02104
True	2e-06	34.215493	7e-06	1.223627	0.0	0.577142	0.0	0.171138	-1887.632042
True	1e-06	34.119406	3e-06	1.21146	0.0	0.597384	1e-06	0.176467	-1887.39952
True	1e-06	33.839574	3e-06	1.187033	0.0	0.598266	0.0	0.176138	-1886.839227
True	1e-06	33.955644	4e-06	1.199777	0.0	0.589938	0.0	0.173593	-1887.282519
True	0.0	33.786633	1e-06	1.179996	0.0	0.591029	0.0	0.173238	-1887.017781
True	0.0	34.11413	8e-06	1.236604	0.0	0.537183	0.0	0.161873	-1887.955623
True	1e-06	33.974112	5e-06	1.230027	0.0	0.520734	1e-06	0.153786	-1887.767488
True	0.0	33.980736	1e-06	1.231339	0.0	0.526871	0.0	0.157318	-1887.545651
True	2e-06	34.291566	2e-06	1.239554	0.0	0.568527	0.0	0.177223	-1888.280254
True	2e-06	33.922443	6e-06	1.217669	0.0	0.547028	1e-06	0.168134	-1888.850584
True	2e-06	33.773387	3e-06	1.196122	0.0	0.56061	0.0	0.173293	-1888.206974
True	3e-06	33.8406	5e-06	1.226961	0.0	0.525188	0.0	0.163019	-1888.166227
True	0.0	33.973438	4e-06	1.21972	0.0	0.562124	0.0	0.174578	-1888.575729
True	2e-06	34.064743	5e-06	1.232175	0.0	0.556643	1e-06	0.176953	-1888.351027
True	1e-06	33.614692	4e-06	1.225893	0.0	0.482168	0.0	0.150949	-1887.547263
True	2e-06	34.35525	5e-06	1.252302	0.0	0.571921	0.0	0.176913	-1888.548404
True	3e-06	34.332267	6e-06	1.248073	0.0	0.568698	1e-06	0.174799	-1888.104873
True	2e-06	34.298373	7e-06	1.245513	0.0	0.56097	0.0	0.169224	-1887.463261
True	1e-06	34.092309	7e-06	1.23402	0.0	0.546791	1e-06	0.172939	-1887.908435
True	2e-06	34.301245	7e-06	1.243336	0.0	0.562669	0.0	0.173704	-1888.414776
True	0.0	34.318139	7e-06	1.23979	0.0	0.570928	1e-06	0.175796	-1889.17789
True	2e-06	34.321091	1e-06	1.227085	0.0	0.603965	1e-06	0.186727	-1888.525627
True	1e-06	34.238352	3e-06	1.21985	0.0	0.610322	1e-06	0.189526	-1888.43994
True	1e-06	34.176922	4e-06	1.215194	0.0	0.604042	1e-06	0.187495	-1889.533669
True	1e-06	34.206738	8e-06	1.221859	0.0	0.61544	1e-06	0.188502	-1888.369466
True	1e-06	33.660998	6e-06	1.207806	0.0	0.522932	0.0	0.158738	-1887.778502
True	1e-06	34.169594	6e-06	1.216968	0.0	0.608808	1e-06	0.18941	-1888.126363
True	2e-06	34.08977	5e-06	1.200396	0.0	0.621313	0.0	0.18796	-1887.299565
True	2e-06	33.876238	5e-06	1.190871	0.0	0.599713	0.0	0.176579	-1887.959755
True	1e-06	34.18755	8e-06	1.21567	0.0	0.617159	1e-06	0.182236	-1886.900501
True	1e-06	34.017804	3e-06	1.193817	0.0	0.611731	0.0	0.184612	-1887.13255
True	1e-06	34.310586	3e-06	1.232126	0.0	0.620245	1e-06	0.19203	-1889.65338
True	2e-06	34.129179	5e-06	1.191324	0.0	0.637438	0.0	0.193399	-1888.251144
True	0.0	34.050707	1e-06	1.195015	0.0	0.629433	0.0	0.193618	-1887.960562
True	0.0	33.948928	2e-06	1.193812	0.0	0.626718	0.0	0.193938	-1887.231743
True	0.0	33.845964	2e-06	1.189488	0.0	0.598688	0.0	0.18643	-1888.691404
True	1e-06	33.796898	2e-06	1.195156	0.0	0.591473	0.0	0.178529	-1887.383007
True	1e-06	33.896722	3e-06	1.193449	0.0	0.616632	0.0	0.187334	-1887.091818
True	0.0	33.755777	3e-06	1.169528	0.0	0.633963	0.0	0.1897	-1886.831998
True	0.0	33.680482	3e-06	1.182772	0.0	0.596679	0.0	0.182435	-1887.888331
True	2e-06	33.62007	1e-06	1.178533	0.0	0.574125	0.0	0.170088	-1887.528965
True	0.0	33.426068	0.0	1.174421	0.0	0.560616	0.0	0.172198	-1886.75982
True	2e-06	33.600792	2e-06	1.171208	0.0	0.604183	0.0	0.187059	-1888.663346
True	1e-06	33.549134	4e-06	1.169732	0.0	0.612038	0.0	0.189011	-1887.679556
True	2e-06	33.513599	4e-06	1.172291	0.0	0.607282	0.0	0.187261	-1887.958794
True	0.0	33.512047	3e-06	1.166092	0.0	0.603278	0.0	0.182015	-1888.305667
True	2e-06	33.608338	3e-06	1.176587	0.0	0.605848	0.0	0.186589	-1887.812383
True	0.0	33.435501	1e-06	1.150874	0.0	0.60164	0.0	0.184697	-1888.530393
True	3e-06	33.468729	1e-06	1.159459	0.0	0.604007	0.0	0.186913	-1886.592353
True	0.0	33.529712	3e-06	1.169531	0.0	0.60766	0.0	0.185218	-1886.289457
True	0.0	33.615835	3e-06	1.168528	0.0	0.607251	0.0	0.178951	-1886.90037
True	0.0	33.372211	1e-06	1.145932	0.0	0.586407	0.0	0.17838	-1887.653248
True	1e-06	33.530058	1e-06	1.151506	0.0	0.603675	0.0	0.182832	-1886.298492
True	1e-06	33.564134	0.0	1.150524	0.0	0.594668	0.0	0.180233	-1887.93169
True	2e-06	33.25025	2e-06	1.140887	0.0	0.565194	1e-06	0.168568	-1887.82289
True	0.0	33.813458	1e-06	1.178043	0.0	0.595862	0.0	0.179329	-1887.51981
True	2e-06	33.597496	0.0	1.178743	0.0	0.566774	0.0	0.167737	-1886.967869
True	1e-06	33.426755	1e-06	1.163062	0.0	0.562214	0.0	0.168143	-1886.646922
True	1e-06	33.643972	1e-06	1.172149	0.0	0.600022	0.0	0.180955	-1887.730458
True	0.0	33.829657	2e-06	1.182476	0.0	0.617437	0.0	0.18848	-1888.923216
True	1e-06	33.865411	2e-06	1.193812	0.0	0.587292	0.0	0.180961	-1887.707016
True	1e-06	34.011468	4e-06	1.219472	0.0	0.553668	1e-06	0.162688	-1888.215722
True	1e-06	33.716549	1e-06	1.208155	0.0	0.533415	0.0	0.165054	-1887.899866
True	1e-06	33.693623	4e-06	1.20096	0.0	0.537584	0.0	0.160415	-1888.679965
True	1e-06	34.183274	2e-06	1.210238	0.0	0.617414	0.0	0.189112	-1888.188559
True	1e-06	34.339646	2e-06	1.235389	0.0	0.60453	0.0	0.18397	-1888.915894
True	1e-06	34.088358	1e-06	1.199734	0.0	0.611751	0.0	0.184229	-1886.658866
True	1e-06	33.89935	2e-06	1.203149	0.0	0.560208	0.0	0.158029	-1887.970787
True	2e-06	33.490442	3e-06	1.18574	0.0	0.527461	1e-06	0.163146	-1886.75817
True	2e-06	34.120418	1e-06	1.224301	0.0	0.566294	0.0	0.169335	-1888.03539
True	1e-06	34.441481	3e-06	1.253766	0.0	0.570334	0.0	0.170775	-1887.852652
True	1e-06	34.440773	1.1e-05	1.252301	0.0	0.564584	1e-06	0.169003	-1887.899307
True	2e-06	34.48745	3e-06	1.261804	0.0	0.581328	0.0	0.177695	-1889.022375
True	3e-06	34.172135	6e-06	1.24541	0.0	0.538335	1e-06	0.165281	-1888.405799
True	1e-06	33.687773	4e-06	1.227711	0.0	0.493235	0.0	0.155705	-1887.653386
True	4e-06	34.165989	8e-06	1.249075	0.0	0.538333	1e-06	0.173063	-1888.015971
True	1e-06	34.371969	3e-06	1.262124	0.0	0.543441	0.0	0.171106	-1888.880655
True	3e-06	34.220141	7e-06	1.250447	0.0	0.540958	0.0	0.1631	-1888.436368
True	0.0	34.142739	8e-06	1.239995	0.0	0.531655	0.0	0.159012	-1888.509008
True	1e-06	34.181997	5e-06	1.222706	0.0	0.578721	0.0	0.178305	-1888.828064
True	2e-06	34.450163	6e-06	1.239839	0.0	0.604985	1e-06	0.189868	-1888.210097
True	0.0	34.033795	7e-06	1.222329	0.0	0.565355	1e-06	0.172722	-1888.22912
True	0.0	33.824651	3e-06	1.195384	0.0	0.58112	0.0	0.184063	-1887.987454
True	2e-06	33.800514	5e-06	1.198986	0.0	0.568771	1e-06	0.171993	-1888.423647
True	2e-06	34.24853	7e-06	1.236798	0.0	0.582658	1e-06	0.178036	-1888.119579
True	1e-06	34.248269	5e-06	1.226062	0.0	0.597125	1e-06	0.18284	-1889.072716
True	2e-06	34.294815	5e-06	1.237087	0.0	0.563839	0.0	0.167984	-1888.225337
True	1e-06	34.318338	7e-06	1.233996	0.0	0.568255	1e-06	0.167884	-1888.567532
True	1e-06	34.107464	2e-06	1.200791	0.0	0.606006	0.0	0.186858	-1887.846641
True	1e-06	34.375985	4e-06	1.232129	0.0	0.617178	0.0	0.18853	-1887.868023
True	1e-06	34.242372	5e-06	1.222401	0.0	0.593183	0.0	0.180259	-1888.917339
True	2e-06	34.434948	7e-06	1.237926	0.0	0.604815	1e-06	0.180208	-1887.433851
True	1e-06	34.304037	4e-06	1.227984	0.0	0.595615	0.0	0.179155	-1887.914243
True	0.0	34.20069	0.0	1.196756	0.0	0.618666	0.0	0.187093	-1887.40059
True	0.0	34.345792	2e-06	1.239408	0.0	0.587689	0.0	0.167012	-1888.746108
True	1e-06	34.256671	0.0	1.221411	0.0	0.602878	0.0	0.173856	-1887.867799
True	1e-06	34.195744	2e-06	1.20516	0.0	0.616963	0.0	0.187024	-1888.208894
True	0.0	34.234619	5e-06	1.218175	0.0	0.589152	0.0	0.17539	-1887.721218
True	1e-06	34.06402	7e-06	1.228414	0.0	0.549806	1e-06	0.166866	-1888.298323
True	1e-06	33.950215	6e-06	1.219815	0.0	0.546639	0.0	0.169666	-1888.125152
True	2e-06	34.179194	1e-06	1.236841	0.0	0.559104	0.0	0.169027	-1888.425774
True	3e-06	34.044234	6e-06	1.226101	0.0	0.556724	1e-06	0.175588	-1887.536204
True	2e-06	34.084177	8e-06	1.228395	0.0	0.562161	1e-06	0.178336	-1889.250118
True	2e-06	33.82566	5e-06	1.223685	0.0	0.517558	0.0	0.158952	-1888.514761
True	0.0	34.219399	2e-06	1.232707	0.0	0.588346	0.0	0.188088	-1888.850562
True	2e-06	33.930955	5e-06	1.226408	0.0	0.545889	1e-06	0.17479	-1888.529487
True	1e-06	33.068335	1e-06	1.20327	0.0	0.438512	0.0	0.149216	-1888.856807
True	1e-06	33.935775	4e-06	1.244367	0.0	0.516716	0.0	0.164023	-1888.47862
True	1e-06	33.735987	2e-06	1.231869	0.0	0.503259	0.0	0.161237	-1889.351094
True	1e-06	33.568634	0.0	1.211641	0.0	0.516062	0.0	0.172835	-1888.337215
True	0.0	33.085537	0.0	1.191221	0.0	0.465361	0.0	0.159502	-1888.288127
True	0.0	32.668602	1e-06	1.177842	0.0	0.412426	0.0	0.146962	-1888.510206
True	1e-06	33.640882	3e-06	1.224947	0.0	0.489733	0.0	0.164289	-1888.708038
True	4e-06	32.895069	1e-06	1.201431	0.0	0.412523	1e-06	0.146629	-1888.521867
True	3e-06	32.886059	2e-06	1.171413	0.0	0.457054	0.0	0.154818	-1888.26409
True	3e-06	33.474206	0.0	1.227622	0.0	0.468133	1e-06	0.156901	-1888.101727
True	3e-06	33.573139	1e-06	1.220011	0.0	0.498183	1e-06	0.16352	-1888.070999
True	2e-06	33.790915	0.0	1.227232	0.0	0.517728	0.0	0.168809	-1888.669914
True	0.0	33.87739	1e-06	1.233932	0.0	0.52426	0.0	0.172739	-1888.667193
True	1e-06	33.041284	0.0	1.219242	0.0	0.398823	0.0	0.133579	-1887.989888
True	0.0	33.283257	1e-06	1.223314	0.0	0.438562	0.0	0.145293	-1888.134388
True	2e-06	33.351136	0.0	1.233838	0.0	0.432085	0.0	0.150238	-1888.181009
True	1e-06	33.315874	0.0	1.233689	0.0	0.427444	0.0	0.147819	-1888.242838
True	2e-06	33.612805	2e-06	1.223473	0.0	0.487977	0.0	0.161517	-1889.005011
True	0.0	33.060741	0.0	1.194338	0.0	0.45234	0.0	0.152494	-1887.976064
True	1e-06	33.07592	1e-06	1.188655	0.0	0.470962	0.0	0.158899	-1889.499954
True	2e-06	32.776005	2e-06	1.177151	0.0	0.432971	0.0	0.151307	-1888.375244
True	2e-06	32.725332	1e-06	1.17743	0.0	0.419091	1e-06	0.146229	-1888.404216
True	0.0	32.564868	0.0	1.178791	0.0	0.390631	0.0	0.138445	-1887.732414
True	2e-06	32.996127	2e-06	1.194689	0.0	0.445387	0.0	0.152212	-1888.844919
True	3e-06	32.707385	3e-06	1.192389	0.0	0.393431	1e-06	0.134407	-1888.700567
True	1e-06	33.36747	3e-06	1.203252	0.0	0.502274	0.0	0.170111	-1888.810727
True	3e-06	33.48238	0.0	1.218992	0.0	0.500742	0.0	0.171152	-1888.133161
True	0.0	32.340251	2e-06	1.173897	0.0	0.366316	0.0	0.133553	-1887.931757
True	1e-06	32.804593	3e-06	1.190456	0.0	0.416796	0.0	0.147915	-1888.033707
True	2e-06	32.542435	4e-06	1.187421	0.0	0.385365	0.0	0.13404	-1888.692592
True	2e-06	33.128342	5e-06	1.217473	0.0	0.431137	1e-06	0.146743	-1888.652488
True	4e-06	33.822876	4e-06	1.243484	0.0	0.504934	1e-06	0.167526	-1888.575003
True	0.0	32.370646	3e-06	1.179392	0.0	0.358114	0.0	0.123907	-1888.894831
True	0.0	33.669748	4e-06	1.236102	0.0	0.493553	0.0	0.159105	-1888.006914
True	4e-06	33.616945	3e-06	1.212817	0.0	0.512116	1e-06	0.162132	-1889.185874
True	3e-06	33.462674	0.0	1.203654	0.0	0.505833	0.0	0.164091	-1888.843221
True	4e-06	33.45982	1e-06	1.20508	0.0	0.497228	1e-06	0.16111	-1887.86199
True	1e-06	32.598258	0.0	1.174643	0.0	0.4095	0.0	0.137145	-1888.178927
