isConverged	Q1	Q20	Q30	Q40	q5	q6	q7	q8	EHFB
True	1e-06	32.844976	0.0	1.177321	0.0	0.443409	0.0	0.150323	-1888.683104
True	3e-06	33.007177	1e-06	1.19721	0.0	0.435412	1e-06	0.150564	-1889.275372
True	1e-06	33.521913	1e-06	1.217308	0.0	0.498667	0.0	0.171777	-1889.375461
True	2e-06	32.923333	2e-06	1.198001	0.0	0.431963	0.0	0.145015	-1888.122469
True	2e-06	33.72355	2e-06	1.214317	0.0	0.53731	0.0	0.172034	-1888.710606
True	0.0	33.473822	3e-06	1.216383	0.0	0.499211	0.0	0.160187	-1888.466238
True	3e-06	33.293947	4e-06	1.192782	0.0	0.498049	0.0	0.156328	-1888.635964
True	0.0	33.137634	3e-06	1.186304	0.0	0.481968	0.0	0.159124	-1888.308859
True	1e-06	32.43958	1e-06	1.161868	0.0	0.396922	0.0	0.137353	-1888.133595
True	1e-06	33.498489	4e-06	1.202695	0.0	0.53088	0.0	0.172183	-1888.042248
True	1e-06	33.167056	3e-06	1.20096	0.0	0.471133	0.0	0.153825	-1888.750791
True	4e-06	32.964315	3e-06	1.174151	0.0	0.483003	0.0	0.160976	-1888.942104
True	1e-06	33.147879	4e-06	1.186827	0.0	0.48756	0.0	0.160881	-1888.551895
True	0.0	33.225344	3e-06	1.208339	0.0	0.461651	0.0	0.154681	-1888.851256
True	2e-06	33.647622	2e-06	1.231023	0.0	0.487577	0.0	0.158611	-1888.716603
True	1e-06	34.197669	4e-06	1.272514	0.0	0.497319	0.0	0.160403	-1887.430321
True	0.0	33.43583	1e-06	1.253584	0.0	0.413104	0.0	0.143358	-1887.055334
True	0.0	33.641029	2e-06	1.262622	0.0	0.430614	0.0	0.148607	-1888.819228
True	0.0	32.918877	2e-06	1.239343	0.0	0.342205	0.0	0.124728	-1887.131924
True	1e-06	33.388509	2e-06	1.287236	0.0	0.345035	1e-06	0.131621	-1887.752275
True	1e-06	33.480977	1e-06	1.292325	0.0	0.351789	0.0	0.137886	-1888.621119
True	0.0	33.269919	3e-06	1.284773	1e-06	0.329159	0.0	0.126407	-1888.793007
True	2e-06	34.109248	4e-06	1.336182	0.0	0.39023	0.0	0.146417	-1888.643552
True	2e-06	33.744418	2e-06	1.331197	0.0	0.346251	0.0	0.139763	-1887.718489
True	1e-06	34.236399	1e-05	1.338959	1e-06	0.400369	1e-06	0.15178	-1889.542271
True	1e-06	34.099867	3e-06	1.337005	0.0	0.388982	0.0	0.151354	-1888.990883
True	3e-06	33.07936	0.0	1.259544	0.0	0.330201	1e-06	0.122451	-1888.788988
True	0.0	33.826769	2e-06	1.318057	0.0	0.375201	0.0	0.139266	-1888.890456
True	3e-06	33.587812	1e-06	1.313842	0.0	0.343945	0.0	0.126897	-1889.172848
True	3e-06	33.585234	0.0	1.298607	0.0	0.356083	1e-06	0.126583	-1889.202472
True	0.0	33.459793	3e-06	1.311334	0.0	0.318401	0.0	0.120248	-1888.112222
True	2e-06	34.517605	6e-06	1.343125	0.0	0.437592	1e-06	0.15356	-1889.170916
True	2e-06	33.665002	3e-06	1.301587	0.0	0.363412	0.0	0.13345	-1887.759508
True	0.0	33.622421	8e-06	1.302808	1e-06	0.347605	1e-06	0.127055	-1887.738974
True	0.0	34.441097	1.2e-05	1.350164	1e-06	0.409751	1e-06	0.144101	-1887.292036
True	0.0	33.842187	1e-06	1.316438	0.0	0.378107	0.0	0.141855	-1888.610785
True	1e-06	33.737549	0.0	1.300818	0.0	0.388541	0.0	0.142583	-1887.684964
True	1e-06	33.618895	1e-06	1.292415	0.0	0.383143	0.0	0.138431	-1887.79778
True	2e-06	33.534002	0.0	1.273658	0.0	0.39353	0.0	0.137923	-1887.20803
True	1e-06	33.555558	2e-06	1.268417	0.0	0.387665	0.0	0.133011	-1887.629891
True	0.0	33.922762	0.0	1.279173	0.0	0.44507	0.0	0.15186	-1888.275168
True	2e-06	33.566922	2e-06	1.269683	0.0	0.410218	1e-06	0.147283	-1887.346511
True	4e-06	33.754103	1e-06	1.270335	0.0	0.434964	1e-06	0.149181	-1887.82329
True	2e-06	33.946511	3e-06	1.261563	0.0	0.485985	0.0	0.159609	-1888.257434
True	0.0	34.029003	1e-06	1.268134	0.0	0.480773	0.0	0.157205	-1888.808007
True	1e-06	32.880167	2e-06	1.228597	0.0	0.35996	0.0	0.132265	-1888.243274
True	2e-06	33.526562	6e-06	1.259667	0.0	0.409623	1e-06	0.145248	-1888.055904
True	0.0	33.406906	6e-06	1.260701	0.0	0.404637	0.0	0.145248	-1888.276124
True	2e-06	33.490284	3e-06	1.250833	0.0	0.425668	0.0	0.145366	-1888.163264
True	1e-06	33.75066	7e-06	1.262592	0.0	0.432338	1e-06	0.142244	-1889.041026
True	1e-06	32.950669	3e-06	1.233826	0.0	0.3495	0.0	0.121248	-1887.954941
True	1e-06	33.781496	1e-06	1.231824	0.0	0.509553	0.0	0.165659	-1888.615761
True	3e-06	33.661811	1e-06	1.231361	0.0	0.501998	1e-06	0.16604	-1888.960444
True	1e-06	33.3046	0.0	1.211584	0.0	0.464236	0.0	0.160387	-1889.025433
True	0.0	33.676936	2e-06	1.231111	0.0	0.505789	0.0	0.168665	-1888.833083
True	3e-06	32.701912	0.0	1.191215	0.0	0.402421	0.0	0.143546	-1889.125704
True	2e-06	33.169441	2e-06	1.207135	0.0	0.452578	1e-06	0.151388	-1888.681361
True	0.0	33.674896	1e-06	1.234219	0.0	0.499369	0.0	0.165143	-1888.784843
True	2e-06	33.167125	1e-06	1.197017	0.0	0.461463	0.0	0.14867	-1888.09282
True	2e-06	33.306108	3e-06	1.212234	0.0	0.478601	0.0	0.159401	-1888.854222
True	3e-06	33.289165	4e-06	1.19835	0.0	0.507469	1e-06	0.168118	-1888.420468
True	2e-06	33.402985	3e-06	1.192124	0.0	0.529735	1e-06	0.172796	-1888.27343
True	1e-06	32.717387	4e-06	1.169653	0.0	0.448474	0.0	0.149969	-1887.143909
True	1e-06	32.893538	5e-06	1.181176	0.0	0.461809	0.0	0.151271	-1888.914887
True	2e-06	33.294129	7e-06	1.197445	0.0	0.499402	0.0	0.157754	-1887.872715
True	1e-06	33.064839	4e-06	1.196672	0.0	0.453526	0.0	0.148021	-1888.520147
True	1e-06	33.353121	2e-06	1.19246	0.0	0.522957	0.0	0.174567	-1887.629937
True	0.0	32.192964	2e-06	1.160333	0.0	0.360326	0.0	0.127453	-1888.167955
True	0.0	33.062077	3e-06	1.194277	0.0	0.457107	0.0	0.147051	-1887.263971
True	1e-06	33.30874	1e-06	1.203584	0.0	0.47637	0.0	0.155552	-1887.938527
True	1e-06	33.923387	2e-06	1.238556	0.0	0.526491	0.0	0.168406	-1888.424429
True	2e-06	32.620462	2e-06	1.189977	0.0	0.378661	0.0	0.131726	-1889.103499
True	1e-06	34.091945	0.0	1.255024	0.0	0.520522	0.0	0.167157	-1889.396306
True	1e-06	33.898098	1e-06	1.23657	0.0	0.526894	0.0	0.165846	-1888.417712
True	2e-06	33.832058	1e-06	1.240728	0.0	0.498238	0.0	0.159081	-1888.712819
True	0.0	32.774963	1e-06	1.199481	0.0	0.392619	0.0	0.140059	-1888.625497
True	0.0	32.467413	1e-06	1.170337	0.0	0.391168	0.0	0.138459	-1887.603707
True	0.0	33.529126	1e-06	1.220402	0.0	0.495785	0.0	0.166446	-1888.39646
True	3e-06	33.558587	1e-06	1.232042	0.0	0.479785	1e-06	0.16306	-1888.73923
True	2e-06	33.524346	0.0	1.24799	0.0	0.428835	0.0	0.148372	-1888.107298
True	2e-06	33.873847	1e-06	1.231021	0.0	0.529762	0.0	0.173953	-1887.83526
True	0.0	32.806338	0.0	1.187475	0.0	0.414222	0.0	0.145833	-1887.929999
True	1e-06	33.936512	3e-06	1.229088	0.0	0.520122	1e-06	0.174561	-1889.151071
True	2e-06	33.624765	0.0	1.219374	0.0	0.510997	0.0	0.174806	-1889.395289
True	1e-06	33.350104	3e-06	1.224058	0.0	0.433101	0.0	0.147569	-1888.641822
True	2e-06	33.215986	4e-06	1.241391	0.0	0.387954	1e-06	0.137849	-1888.629776
True	3e-06	32.994736	1e-06	1.237729	0.0	0.354641	0.0	0.127035	-1889.459238
True	1e-06	33.785957	0.0	1.261874	0.0	0.456623	0.0	0.157542	-1888.416345
True	2e-06	33.890275	2e-06	1.280802	0.0	0.438373	0.0	0.146972	-1888.702478
True	3e-06	34.069256	6e-06	1.261757	0.0	0.508078	1e-06	0.167947	-1888.454908
True	2e-06	32.964052	0.0	1.239565	0.0	0.352795	0.0	0.124997	-1887.295026
True	4e-06	34.187088	0.0	1.299206	0.0	0.443928	1e-06	0.147051	-1887.245469
True	2e-06	33.334913	1e-06	1.261004	0.0	0.370886	0.0	0.129976	-1887.484788
True	3e-06	34.16926	0.0	1.298793	0.0	0.441855	1e-06	0.151998	-1888.254953
True	2e-06	34.057405	1e-06	1.306869	0.0	0.411488	0.0	0.141105	-1887.978182
True	1e-06	33.972391	9e-06	1.323317	1e-06	0.389504	0.0	0.141	-1887.840604
True	3e-06	34.047554	1.2e-05	1.315666	1e-06	0.403632	2e-06	0.140546	-1887.441351
True	2e-06	34.262597	7e-06	1.309538	1e-06	0.436417	0.0	0.144388	-1887.974199
True	2e-06	34.174054	0.0	1.311016	0.0	0.428957	1e-06	0.147923	-1886.576164
True	2e-06	34.297351	1e-06	1.308166	0.0	0.449434	0.0	0.154413	-1887.729547
True	3e-06	34.015283	1e-06	1.306474	0.0	0.408482	1e-06	0.137307	-1887.035794
True	3e-06	34.043512	0.0	1.312923	0.0	0.407956	1e-06	0.13731	-1887.650753
True	2e-06	34.013088	1e-06	1.288851	0.0	0.431966	0.0	0.141265	-1887.694992
True	1e-06	33.504761	1e-06	1.282478	0.0	0.372818	0.0	0.131645	-1887.495438
True	3e-06	34.047997	1e-06	1.294917	0.0	0.428804	1e-06	0.140606	-1888.07803
True	2e-06	34.039474	5e-06	1.29594	0.0	0.421018	0.0	0.135234	-1887.608432
True	0.0	33.953855	2e-06	1.279325	0.0	0.445397	0.0	0.147104	-1888.184357
True	3e-06	33.903107	6e-06	1.290253	1e-06	0.41974	0.0	0.141389	-1887.183572
True	1e-06	34.570852	8e-06	1.296111	0.0	0.510093	1e-06	0.162214	-1887.973798
True	2e-06	34.135702	2e-06	1.260846	0.0	0.494309	0.0	0.15446	-1888.613787
True	1e-06	34.138678	1e-06	1.245523	0.0	0.529685	0.0	0.168033	-1889.022316
True	2e-06	34.040803	4e-06	1.256783	0.0	0.498333	1e-06	0.161225	-1887.604526
True	1e-06	33.514199	2e-06	1.24497	0.0	0.434815	0.0	0.144374	-1888.243777
True	0.0	33.70587	4e-06	1.214315	0.0	0.514902	0.0	0.164152	-1887.599105
True	0.0	33.745398	4e-06	1.239861	0.0	0.46976	0.0	0.149844	-1887.866587
True	3e-06	34.154529	3e-06	1.255492	0.0	0.516213	0.0	0.169881	-1889.173576
True	0.0	33.979005	8e-06	1.252465	0.0	0.49261	0.0	0.14986	-1888.648365
True	3e-06	33.5394	2e-06	1.231718	0.0	0.437854	0.0	0.133864	-1888.611644
True	0.0	33.283836	4e-06	1.218599	0.0	0.428333	0.0	0.136132	-1887.355627
True	2e-06	34.198908	9e-06	1.257939	0.0	0.514231	1e-06	0.158926	-1889.089028
True	1e-06	34.082034	6e-06	1.244419	0.0	0.526333	1e-06	0.164296	-1887.488761
True	4e-06	34.016906	7e-06	1.246861	0.0	0.518177	0.0	0.165542	-1887.916347
True	1e-06	33.436495	5e-06	1.21942	0.0	0.474154	0.0	0.157394	-1888.011017
True	0.0	33.294125	3e-06	1.202025	0.0	0.466522	0.0	0.154208	-1888.101902
True	2e-06	34.23389	7e-06	1.255711	0.0	0.532979	1e-06	0.16587	-1888.871998
True	2e-06	33.823295	3e-06	1.253045	0.0	0.464484	1e-06	0.150075	-1887.929464
True	2e-06	34.126838	6e-06	1.251684	0.0	0.53117	0.0	0.163017	-1887.968789
True	0.0	33.816589	1e-06	1.22754	0.0	0.51093	0.0	0.157779	-1889.07482
True	1e-06	33.672711	3e-06	1.231028	0.0	0.487683	0.0	0.158948	-1887.726145
True	0.0	33.164238	1e-06	1.198249	0.0	0.459945	0.0	0.156686	-1888.972447
True	1e-06	33.968826	3e-06	1.221865	0.0	0.571482	0.0	0.176531	-1888.715847
True	0.0	33.325368	3e-06	1.18623	0.0	0.513712	0.0	0.153964	-1888.914726
True	1e-06	33.826535	3e-06	1.190332	0.0	0.601664	1e-06	0.183184	-1888.232767
True	1e-06	33.808311	1e-06	1.183847	0.0	0.612387	0.0	0.186669	-1887.174488
True	0.0	33.33312	4e-06	1.148966	0.0	0.585595	0.0	0.173632	-1886.470391
True	1e-06	33.41459	4e-06	1.167734	0.0	0.575531	0.0	0.173878	-1887.231918
True	1e-06	33.448522	3e-06	1.160635	0.0	0.5918	0.0	0.180197	-1887.206952
True	2e-06	33.469881	2e-06	1.157057	0.0	0.606633	0.0	0.186317	-1887.827862
True	1e-06	33.307202	4e-06	1.156756	0.0	0.57645	1e-06	0.17928	-1887.68923
True	1e-06	33.745714	3e-06	1.190342	0.0	0.59567	1e-06	0.182465	-1887.353654
True	2e-06	33.618415	4e-06	1.176247	0.0	0.610627	0.0	0.187808	-1888.00338
True	0.0	33.348193	6e-06	1.171462	0.0	0.57584	1e-06	0.177843	-1887.806548
True	0.0	32.977458	4e-06	1.146423	0.0	0.532109	0.0	0.160537	-1888.226432
True	0.0	33.429755	2e-06	1.164003	0.0	0.574239	0.0	0.178649	-1888.124078
True	1e-06	33.51713	3e-06	1.170054	0.0	0.579285	0.0	0.177864	-1888.068818
True	0.0	33.265703	3e-06	1.164219	0.0	0.548571	0.0	0.169189	-1888.232107
True	0.0	33.151671	3e-06	1.151427	0.0	0.562884	0.0	0.177106	-1887.605282
True	0.0	32.823793	4e-06	1.147987	0.0	0.512397	0.0	0.167994	-1888.280373
True	1e-06	32.965875	2e-06	1.165715	0.0	0.497847	0.0	0.164611	-1888.145848
True	0.0	32.283036	3e-06	1.132091	0.0	0.440953	0.0	0.145444	-1887.940023
True	0.0	33.216266	4e-06	1.165352	0.0	0.559546	0.0	0.18074	-1888.783656
True	0.0	32.207055	2e-06	1.137692	0.0	0.419718	0.0	0.145529	-1889.158937
True	1e-06	33.067583	5e-06	1.167694	0.0	0.520794	0.0	0.167771	-1888.353461
True	3e-06	33.693099	2e-06	1.18805	0.0	0.587323	0.0	0.18557	-1889.16246
True	0.0	33.303063	4e-06	1.179995	0.0	0.542372	0.0	0.173375	-1887.814603
True	0.0	33.436729	4e-06	1.185694	0.0	0.551895	0.0	0.173232	-1887.880042
True	0.0	32.456598	2e-06	1.156157	0.0	0.420399	0.0	0.142265	-1888.465222
True	0.0	32.487107	1e-06	1.158268	0.0	0.418523	0.0	0.144004	-1887.863629
True	0.0	33.27443	3e-06	1.160041	0.0	0.562419	0.0	0.176697	-1886.991763
True	0.0	33.230332	2e-06	1.167357	0.0	0.537738	0.0	0.169024	-1889.061496
True	3e-06	33.428461	1e-06	1.171511	0.0	0.559542	1e-06	0.178247	-1888.251708
True	2e-06	33.482808	1e-06	1.176467	0.0	0.54768	0.0	0.168892	-1888.614391
True	2e-06	33.617026	1e-06	1.184471	0.0	0.560379	0.0	0.17561	-1888.648164
True	0.0	33.439952	2e-06	1.200125	0.0	0.495928	0.0	0.157458	-1888.575327
True	4e-06	33.632845	1e-06	1.215907	0.0	0.500324	1e-06	0.157005	-1887.426056
True	1e-06	34.157777	3e-06	1.250435	0.0	0.517849	0.0	0.157879	-1888.339883
True	0.0	33.82475	2e-06	1.21347	0.0	0.528897	0.0	0.161676	-1888.010521
True	3e-06	33.689664	0.0	1.199279	0.0	0.540917	1e-06	0.164871	-1887.925531
True	2e-06	33.151278	1e-06	1.177884	0.0	0.487289	0.0	0.150264	-1887.433862
True	2e-06	33.672614	0.0	1.19003	0.0	0.563062	0.0	0.175734	-1888.403806
True	1e-06	32.601571	1e-06	1.165865	0.0	0.417643	0.0	0.138034	-1887.57536
True	1e-06	33.858296	2e-06	1.203008	0.0	0.569246	0.0	0.176219	-1887.471852
True	2e-06	33.428849	4e-06	1.193893	0.0	0.50079	1e-06	0.153899	-1887.643874
True	1e-06	34.158672	0.0	1.223829	1e-06	0.578329	1e-06	0.18399	-1888.108788
True	2e-06	33.651316	1e-06	1.20883	0.0	0.518876	1e-06	0.164155	-1887.278302
True	2e-06	34.044934	1e-06	1.214672	0.0	0.575948	0.0	0.175851	-1887.50186
True	2e-06	34.001993	1e-06	1.206199	0.0	0.59727	0.0	0.183446	-1887.032352
True	3e-06	33.522267	3e-06	1.199974	0.0	0.519016	0.0	0.160577	-1887.690719
True	0.0	33.561478	5e-06	1.208201	0.0	0.50918	0.0	0.153887	-1887.941992
True	1e-06	33.970945	5e-06	1.201797	0.0	0.607105	1e-06	0.183654	-1888.287292
True	0.0	33.361665	4e-06	1.173524	0.0	0.545043	0.0	0.165278	-1887.974188
True	1e-06	33.84762	3e-06	1.182899	0.0	0.606838	0.0	0.18272	-1886.971086
True	1e-06	34.033213	5e-06	1.192408	0.0	0.624298	0.0	0.181955	-1886.866897
True	1e-06	33.995051	4e-06	1.191494	0.0	0.608471	0.0	0.180306	-1887.454117
True	1e-06	34.22783	1e-06	1.206523	0.0	0.625111	0.0	0.185971	-1887.843809
True	0.0	34.248875	7e-06	1.222498	0.0	0.58963	0.0	0.176012	-1888.637966
True	1e-06	34.359524	4e-06	1.22527	0.0	0.612526	1e-06	0.18229	-1888.02864
True	2e-06	33.912007	2e-06	1.209792	0.0	0.56844	1e-06	0.16908	-1887.94872
True	1e-06	34.115342	4e-06	1.21664	0.0	0.597279	0.0	0.175307	-1888.315206
True	1e-06	34.007671	3e-06	1.203585	0.0	0.580543	0.0	0.171242	-1887.206567
True	2e-06	34.076251	2e-06	1.201537	0.0	0.578373	1e-06	0.179289	-1888.526739
True	4e-06	34.282814	1e-06	1.248332	0.0	0.550653	1e-06	0.164944	-1888.740987
True	1e-06	34.40953	9e-06	1.258179	0.0	0.554043	0.0	0.169303	-1889.050144
True	1e-06	34.481504	6e-06	1.254234	0.0	0.573113	1e-06	0.177201	-1888.652338
True	3e-06	34.037645	2e-06	1.206328	0.0	0.587026	0.0	0.178087	-1887.648628
True	2e-06	34.264055	2e-06	1.213971	0.0	0.616927	0.0	0.188179	-1887.01953
True	2e-06	33.976357	4e-06	1.198762	0.0	0.598745	1e-06	0.183239	-1887.100347
True	2e-06	34.197551	5e-06	1.211122	0.0	0.613736	0.0	0.184449	-1887.805047
True	2e-06	33.758159	2e-06	1.180636	0.0	0.59136	1e-06	0.180426	-1887.884117
True	2e-06	33.692172	1e-06	1.177305	0.0	0.587008	0.0	0.180323	-1886.385226
True	0.0	33.667988	1e-06	1.161004	0.0	0.603315	0.0	0.181559	-1887.545619
True	1e-06	33.485612	1e-06	1.160117	0.0	0.584372	0.0	0.17574	-1886.107394
True	2e-06	33.819091	0.0	1.192303	0.0	0.601856	0.0	0.185216	-1888.235906
True	0.0	33.766272	0.0	1.179648	0.0	0.608142	0.0	0.188895	-1888.223961
True	1e-06	33.654189	1e-06	1.184305	0.0	0.568371	0.0	0.171072	-1888.507884
True	1e-06	32.898075	4e-06	1.162667	0.0	0.482972	0.0	0.151207	-1887.550601
True	1e-06	33.962905	1e-06	1.20311	0.0	0.59353	0.0	0.183902	-1888.147351
True	2e-06	33.793055	1e-06	1.197385	0.0	0.57136	0.0	0.177684	-1888.632306
True	2e-06	33.549428	3e-06	1.179503	0.0	0.560359	1e-06	0.172665	-1887.085672
True	1e-06	33.844414	2e-06	1.197204	0.0	0.578321	0.0	0.173907	-1888.604751
True	1e-06	33.358153	1e-06	1.187239	0.0	0.497088	0.0	0.148004	-1888.215659
True	1e-06	34.050182	1e-06	1.20938	0.0	0.579854	0.0	0.181626	-1888.597286
True	2e-06	34.16082	4e-06	1.23938	0.0	0.558145	0.0	0.180916	-1888.720187
True	1e-06	33.283953	4e-06	1.211258	0.0	0.447134	0.0	0.143665	-1888.221925
True	2e-06	33.934272	7e-06	1.239032	0.0	0.512328	0.0	0.164797	-1887.306757
True	1e-06	33.877127	5e-06	1.230684	0.0	0.519688	0.0	0.165766	-1887.381517
False	0.0	34.370981	1e-06	1.2486	0.0	0.565567	1e-06	0.182215	-1889.310314
True	1e-06	34.165488	2e-06	1.235376	0.0	0.553934	0.0	0.170725	-1888.150228
True	3e-06	34.215447	4e-06	1.236814	0.0	0.563574	1e-06	0.176257	-1888.524262
True	0.0	34.259592	8e-06	1.247335	0.0	0.537287	1e-06	0.160552	-1888.767695
True	2e-06	33.996464	8e-06	1.245617	1e-06	0.503899	0.0	0.156832	-1888.530119
True	1e-06	33.893052	4e-06	1.229301	0.0	0.516264	0.0	0.160255	-1888.54544
True	1e-06	33.942839	3e-06	1.244113	0.0	0.502097	0.0	0.155044	-1888.979313
True	4e-06	34.069778	5e-06	1.246412	0.0	0.516744	1e-06	0.160588	-1888.314268
True	1e-06	34.048757	3e-06	1.244887	0.0	0.511798	0.0	0.161159	-1888.048956
True	0.0	34.407596	4e-06	1.266114	0.0	0.547653	0.0	0.167659	-1889.102973
True	1e-06	34.0685	1e-06	1.248629	0.0	0.52821	0.0	0.167478	-1889.283654
True	1e-06	33.444326	3e-06	1.228623	0.0	0.448607	0.0	0.151327	-1888.80208
True	1e-06	34.071104	5e-06	1.255489	0.0	0.502221	0.0	0.157632	-1889.058993
True	2e-06	33.886904	2e-06	1.238876	0.0	0.504023	0.0	0.155332	-1888.754539
True	0.0	33.781221	5e-06	1.2447	0.0	0.486221	0.0	0.158878	-1888.051558
True	1e-06	33.243109	0.0	1.229233	0.0	0.416823	0.0	0.141568	-1888.140146
True	0.0	34.011584	4e-06	1.26506	0.0	0.475312	0.0	0.157038	-1888.365101
True	2e-06	34.554075	4e-06	1.286126	0.0	0.532706	1e-06	0.168772	-1888.660455
True	1e-06	33.949685	5e-06	1.260753	0.0	0.472887	0.0	0.154331	-1888.214555
True	1e-06	34.35465	1e-06	1.2664	0.0	0.534443	0.0	0.170497	-1888.83905
True	1e-06	34.125481	3e-06	1.253837	0.0	0.522347	0.0	0.165147	-1889.826561
True	1e-06	33.628048	4e-06	1.240282	0.0	0.458181	0.0	0.147294	-1888.793107
True	2e-06	34.173568	0.0	1.254696	0.0	0.540913	0.0	0.175209	-1888.375065
True	1e-06	33.734007	0.0	1.205916	0.0	0.544471	0.0	0.177646	-1888.386263
True	2e-06	33.507288	2e-06	1.197624	0.0	0.53176	1e-06	0.172432	-1887.700348
True	0.0	33.624871	3e-06	1.199418	0.0	0.559091	0.0	0.175449	-1888.955463
True	1e-06	33.554041	1e-06	1.198646	0.0	0.524168	0.0	0.161658	-1888.622183
True	2e-06	33.454249	1e-06	1.182017	0.0	0.529649	0.0	0.171641	-1888.185171
True	2e-06	33.562018	4e-06	1.19203	0.0	0.54521	1e-06	0.168123	-1887.501262
True	2e-06	33.383725	1e-06	1.178968	0.0	0.545291	0.0	0.175006	-1887.857031
True	1e-06	33.050836	2e-06	1.159065	0.0	0.524181	0.0	0.169344	-1888.106745
True	0.0	33.602248	3e-06	1.192289	0.0	0.5633	0.0	0.178047	-1888.645653
True	1e-06	33.326979	2e-06	1.179127	0.0	0.523491	0.0	0.157515	-1887.41392
True	2e-06	33.337482	2e-06	1.185373	0.0	0.519065	0.0	0.160679	-1888.661827
True	0.0	33.722515	3e-06	1.194623	0.0	0.56518	0.0	0.169562	-1887.90328
True	0.0	33.647395	2e-06	1.190272	0.0	0.558812	0.0	0.172394	-1888.464898
True	0.0	33.354777	0.0	1.178297	0.0	0.524322	0.0	0.162141	-1886.87797
True	1e-06	33.898518	1e-06	1.203889	0.0	0.572078	0.0	0.173234	-1887.648914
True	2e-06	33.943403	4e-06	1.210078	0.0	0.55844	1e-06	0.167511	-1888.473746
True	1e-06	33.274474	5e-06	1.189502	0.0	0.482134	0.0	0.152479	-1888.829349
True	0.0	33.903587	4e-06	1.212609	0.0	0.548314	0.0	0.167366	-1887.454276
True	0.0	33.90984	5e-06	1.220611	0.0	0.534444	0.0	0.161372	-1887.514777
True	1e-06	33.85962	1e-06	1.199596	0.0	0.56226	0.0	0.164308	-1887.763014
True	3e-06	33.808585	1e-06	1.219077	0.0	0.507497	1e-06	0.147483	-1887.609563
True	3e-06	33.868235	8e-06	1.234995	1e-06	0.498111	0.0	0.151607	-1888.750015
True	1e-06	34.345888	6e-06	1.238292	0.0	0.582764	1e-06	0.182795	-1889.189591
True	1e-06	34.23184	4e-06	1.211202	0.0	0.606461	0.0	0.187252	-1888.082279
True	2e-06	34.095628	5e-06	1.219206	0.0	0.584113	0.0	0.174574	-1886.943111
True	2e-06	34.192337	6e-06	1.225755	0.0	0.587472	1e-06	0.175509	-1888.234973
True	2e-06	33.726321	4e-06	1.205795	0.0	0.542361	0.0	0.162483	-1887.703747
True	0.0	32.884875	2e-06	1.171067	0.0	0.460137	0.0	0.149634	-1887.802417
True	0.0	33.863291	3e-06	1.196248	0.0	0.607284	0.0	0.188131	-1886.484067
True	0.0	33.022925	2e-06	1.154992	0.0	0.510396	0.0	0.163121	-1888.20806
True	1e-06	33.468228	1e-06	1.158729	0.0	0.591717	0.0	0.183695	-1887.06724
True	2e-06	33.307879	3e-06	1.154996	0.0	0.566337	0.0	0.167245	-1886.78683
True	0.0	33.471299	3e-06	1.162443	0.0	0.585796	0.0	0.174614	-1887.227045
True	0.0	33.206754	3e-06	1.155246	0.0	0.54709	0.0	0.161676	-1887.936611
True	2e-06	33.405546	3e-06	1.152557	0.0	0.592595	0.0	0.179446	-1887.494856
True	0.0	33.712205	0.0	1.170634	0.0	0.603754	0.0	0.183419	-1887.562773
True	2e-06	33.623447	4e-06	1.192283	0.0	0.553262	1e-06	0.164731	-1888.131494
True	2e-06	33.24523	4e-06	1.172114	0.0	0.521467	1e-06	0.15825	-1887.763966
True	1e-06	33.023409	1e-06	1.166097	0.0	0.517371	0.0	0.169008	-1887.795853
True	1e-06	32.80981	0.0	1.179076	0.0	0.437229	0.0	0.140686	-1888.48436
True	2e-06	33.249034	2e-06	1.184213	0.0	0.500235	0.0	0.159412	-1888.079049
True	2e-06	33.36048	4e-06	1.177666	0.0	0.532336	1e-06	0.160993	-1887.965271
True	0.0	34.068147	2e-06	1.222239	0.0	0.605504	0.0	0.188574	-1888.534008
True	0.0	33.634027	0.0	1.190657	0.0	0.561906	0.0	0.178847	-1889.33646
True	1e-06	33.178374	1e-06	1.188901	0.0	0.490761	0.0	0.167205	-1888.472561
True	0.0	33.679751	1e-06	1.185943	0.0	0.584948	0.0	0.187178	-1888.226737
True	0.0	33.729138	2e-06	1.1865	0.0	0.593516	0.0	0.184355	-1888.807114
True	1e-06	32.954603	3e-06	1.179701	0.0	0.46561	0.0	0.146708	-1888.724381
True	1e-06	33.731584	3e-06	1.201395	0.0	0.570241	1e-06	0.178741	-1887.950971
True	2e-06	33.848227	4e-06	1.208039	0.0	0.592815	1e-06	0.187808	-1888.628607
True	0.0	32.473052	3e-06	1.167553	0.0	0.395211	0.0	0.129607	-1887.908246
True	0.0	33.850942	3e-06	1.227735	0.0	0.531811	0.0	0.164637	-1888.015502
True	3e-06	33.80772	4e-06	1.228492	0.0	0.512545	1e-06	0.158449	-1888.566117
True	0.0	32.721222	2e-06	1.181925	0.0	0.407992	0.0	0.132944	-1888.754987
True	1e-06	33.243608	3e-06	1.198227	0.0	0.478305	0.0	0.158182	-1888.370535
True	1e-06	32.959092	3e-06	1.183092	0.0	0.453672	0.0	0.15022	-1887.906283
True	1e-06	33.598574	2e-06	1.206765	0.0	0.530007	0.0	0.173127	-1888.051933
True	0.0	33.528419	3e-06	1.206913	0.0	0.514613	0.0	0.158341	-1887.917652
